date,polarity_mean,n_docs,ptsi_z,shock_flag
2022-01-03,0.9952,1,,0.0
2022-01-04,0.994,1,,0.0
2022-01-05,0.9941,1,-0.5006261743217401,-1.0
2022-01-06,0.9922,1,-1.348659217732711,-1.0
2022-01-07,0.9913,1,-1.307310834885654,-1.0
2022-01-10,0.9768,1,-1.9982798943777862,-1.0
2022-01-11,-0.9926,1,-2.2677066372928114,-1.0
2022-01-12,0.9801,1,0.3406914270837514,0.0
2022-01-13,0.9971,1,0.34390581087088157,0.0
2022-01-14,0.9425,1,0.24847897857285883,0.0
2022-01-18,0.509,1,-0.4217967374556093,-1.0
2022-01-19,0.9953,1,0.3720081310473222,0.0
2022-01-20,0.2422,1,-0.8716996879757256,-1.0
2022-01-21,0.9867,1,0.41507157710228104,1.0
2022-01-24,0.9983,1,0.4195099713280209,1.0
2022-01-25,0.9988,1,0.4056062186202344,1.0
2022-01-26,0.6351,1,-0.28380332851849305,-0.0
2022-01-27,0.9821,1,0.3899730607424755,0.0
2022-01-28,0.9494,1,0.3145639196001926,0.0
2022-01-31,0.9918,1,0.3915024110639512,0.0
2022-02-01,0.9986,1,0.3950677136784947,1.0
2022-02-02,0.9866,1,0.3597149616068712,0.0
2022-02-03,0.9974,1,0.37441929872704977,0.0
2022-02-04,0.9961,1,0.3629056058264409,0.0
2022-02-07,0.988,1,0.33669176522649613,0.0
2022-02-08,0.9992,1,0.3553675704745496,0.0
2022-02-09,0.9826,1,0.309307416740759,0.0
2022-02-10,0.9438,1,0.21072268326891833,0.0
2022-02-11,0.9799,1,0.2949054764590193,0.0
2022-02-14,0.996,1,0.32949250231789917,0.0
2022-02-15,0.9935,1,0.3174484998476171,0.0
2022-02-16,0.8072,1,-0.1652678584316365,-0.0
2022-02-17,0.7429,1,-0.32993328831540764,-0.0
2022-02-18,0.9349,1,0.18276886810182996,0.0
2022-02-22,0.9493,1,0.21874902576962763,0.0
2022-02-23,0.9959,1,0.34223412362472294,0.0
2022-02-24,0.9234,1,0.1373987702250864,0.0
2022-02-25,0.9985,1,0.3454676494670356,0.0
2022-02-28,0.9928,1,0.3244967175254621,0.0
2022-03-01,0.9959,1,0.32895285915796807,0.0
2022-03-02,0.9994,1,0.3347068030881334,0.0
2022-03-03,0.4082,1,-1.3734187940228948,-1.0
2022-03-04,0.9911,1,0.3355437473297477,0.0
2022-03-07,0.9967,1,0.34774803436676166,0.0
2022-03-08,0.9855,1,0.3103518713592743,0.0
2022-03-09,0.9937,1,0.3312267200106638,0.0
2022-03-10,0.9989,1,0.34307523199668755,0.0
2022-03-11,0.9465,1,0.17907449247288137,0.0
2022-03-14,0.9922,1,0.31833596006299203,0.0
2022-03-15,0.9954,1,0.3248419749348661,0.0
2022-03-17,0.9938,1,0.31633657905577506,0.0
2022-03-18,0.9841,1,0.2822400364694183,0.0
2022-03-21,0.9911,1,0.301835493343953,0.0
2022-03-22,-0.7351,1,-4.269160453028099,-1.0
2022-03-23,0.9923,1,0.3260717580078398,0.0
2022-03-24,0.9926,1,0.323684581389932,0.0
2022-03-25,0.8362,1,-0.09874353618230662,-0.0
2022-03-28,0.7902,1,-0.22235227792832832,-0.0
2022-03-29,-0.9307,1,-4.122126150699964,-1.0
2022-03-30,0.9832,1,0.3292991771356175,0.0
2022-03-31,0.8358,1,-0.010165963257436161,-0.0
2022-04-01,0.9928,1,0.358491363717034,0.0
2022-04-04,0.9753,1,0.31822077292283907,0.0
2022-04-05,0.9779,1,0.32494956550347154,0.0
2022-04-06,0.9874,1,0.34743569756944515,0.0
2022-04-07,0.9855,1,0.342592487315244,0.0
2022-04-08,0.964,1,0.2610301909350437,0.0
2022-04-11,0.9679,1,0.27275052518431336,0.0
2022-04-12,0.9898,1,0.3354528782611625,0.0
2022-04-13,0.9964,1,0.35142634128502415,0.0
2022-04-14,0.8388,1,-0.11341913820091654,-0.0
2022-04-15,0.9816,1,0.2971403486906924,0.0
2022-04-18,0.9973,1,0.3150001797094944,0.0
2022-04-19,0.9698,1,0.23464104260426852,0.0
2022-04-20,0.8045,1,-0.24435273308570257,-0.0
2022-04-21,0.9898,1,0.30388071543023476,0.0
2022-04-22,0.9635,1,0.21087533542265044,0.0
2022-04-25,0.9712,1,0.2343122458834644,0.0
2022-04-26,0.9811,1,0.2620551468668182,0.0
2022-04-27,0.9697,1,0.22936993025825356,0.0
2022-04-28,0.999,1,0.31636228441335323,0.0
2022-04-29,0.9971,1,0.310151726692758,0.0
2022-05-02,0.8555,1,-0.10335338770552452,-0.0
2022-05-03,0.995,1,0.3112293908256361,0.0
2022-05-04,0.9964,1,0.3149332049339933,0.0
2022-05-05,0.992,1,0.30225090891757417,0.0
2022-05-06,0.9766,1,0.2568075926220456,0.0
2022-05-09,0.9946,1,0.30759901589655525,0.0
2022-05-10,0.9896,1,0.2922293792948773,0.0
2022-05-11,0.9913,1,0.29753166911983825,0.0
2022-05-12,0.9889,1,0.2906519079056125,0.0
2022-05-13,0.9948,1,0.29881825392595107,0.0
2022-05-16,0.9911,1,0.27584824494807453,0.0
2022-05-17,0.9915,1,0.2740835443063604,0.0
2022-05-18,0.9886,1,0.26341464211037513,0.0
2022-05-19,-0.5525,1,-3.704340451878584,-1.0
2022-05-20,0.4443,1,-1.0842776800805818,-1.0
2022-05-23,0.9949,1,0.33124216137521306,0.0
2022-05-24,0.9976,1,0.3379539143260925,0.0
2022-05-25,0.9984,1,0.33989075369947364,0.0
2022-05-26,0.9979,1,0.3386773424277929,0.0
2022-05-27,0.9973,1,0.31541914358991,0.0
2022-05-31,0.9992,1,0.31997190513868184,0.0
2022-06-01,0.9961,1,0.3119429123701168,0.0
2022-06-02,0.8338,1,-0.10340384713467833,-0.0
2022-06-03,0.9904,1,0.30403958321231184,0.0
2022-06-06,0.9829,1,0.2852877363195196,0.0
2022-06-07,0.9849,1,0.2887086043861383,0.0
2022-06-08,0.9831,1,0.28445600533344667,0.0
2022-06-09,0.9937,1,0.3121048938472208,0.0
2022-06-10,0.9896,1,0.3016408073009105,0.0
2022-06-13,0.9977,1,0.32206011744939533,0.0
2022-06-14,0.9866,1,0.2934072935097278,0.0
2022-06-15,0.9962,1,0.29098969037553024,0.0
2022-06-16,0.9941,1,0.28435785271673997,0.0
2022-06-17,0.9901,1,0.27205776701822904,0.0
2022-06-22,0.9891,1,0.2609651875311482,0.0
2022-06-23,0.9553,1,0.14744925138276022,0.0
2022-06-24,0.998,1,0.2729915397234154,0.0
2022-06-27,0.9605,1,0.09809484591765813,0.0
2022-06-28,0.9982,1,0.2634219025024314,0.0
2022-06-29,0.9917,1,0.23283066859140739,0.0
2022-06-30,0.9744,1,0.15123854016580449,0.0
2022-07-01,0.9907,1,0.22713051910037182,0.0
2022-07-05,0.9774,1,0.16517139003433914,0.0
2022-07-06,0.9839,1,0.19598426670416894,0.0
2022-07-07,0.9901,1,0.22312177270768546,0.0
2022-07-08,0.9982,1,0.25884293111901824,0.0
2022-07-11,0.9974,1,0.25443554015542275,0.0
2022-07-12,0.8224,1,-0.5559988600801032,-1.0
2022-07-13,0.9948,1,0.2434268958484754,0.0
2022-07-14,0.9944,1,0.24048449831335217,0.0
2022-07-15,0.9153,1,-0.12583549003019073,-0.0
2022-07-18,0.9961,1,0.2528731278076376,0.0
2022-07-19,0.9964,1,0.23997285503767268,0.0
2022-07-20,0.9933,1,0.2250302902901916,0.0
2022-07-21,-0.9901,1,-5.81312315233912,-1.0
2022-07-22,0.9968,1,0.25418126420234854,0.0
2022-07-25,0.9959,1,0.25063609337834347,0.0
2022-07-26,0.91,1,-0.008575816729390357,-0.0
2022-07-27,0.9871,1,0.227504737991745,0.0
2022-07-28,-0.5187,1,-3.7423747838573442,-1.0
2022-07-29,0.9828,1,0.24829763486852638,0.0
2022-08-01,0.9888,1,0.2645549822487112,0.0
2022-08-02,0.9187,1,0.08154597297603722,0.0
2022-08-03,0.9862,1,0.2615263889098096,0.0
2022-08-04,0.9978,1,0.2913968881672846,0.0
2022-08-05,0.9958,1,0.2860156334593434,0.0
2022-08-08,0.9884,1,0.26637566409828967,0.0
2022-08-09,0.9815,1,0.24847267744359763,0.0
2022-08-10,0.9858,1,0.260066910047391,0.0
2022-08-11,0.9942,1,0.2824582666180117,0.0
2022-08-12,0.9903,1,0.2721137455150241,0.0
2022-08-15,-0.926,1,-4.029024795948156,-1.0
