date,ptsi_z_weekly,spx_close_weekly,spx_close_weekly,spx_ret_weekly,ptsi_z,spx_ret,spx_ret_lead1,rv
2015-01-02,,2058.2,,,,,-0.006531829218775624,
2015-01-09,0.6114089760755146,2044.8,-0.006531829218775624,-0.006531829218775624,0.6114089760755146,-0.006531829218775624,-0.012499547612994944,
2015-01-16,-0.9713183712846488,2019.4,-0.012499547612994944,-0.012499547612994944,-0.9713183712846488,-0.012499547612994944,0.015917019083391642,
2015-01-23,-1.0430398230666718,2051.8,0.015917019083391642,0.015917019083391642,-1.0430398230666718,0.015917019083391642,-0.028073406329648616,
2015-01-30,0.1445342584449768,1995.0,-0.028073406329648616,-0.028073406329648616,0.1445342584449768,-0.028073406329648616,0.029875077013969176,
2015-02-06,0.011641914078543125,2055.5,0.029875077013969176,0.029875077013969176,0.011641914078543125,0.029875077013969176,0.019988624563986916,0.1652339546042758
2015-02-13,0.25344314166292625,2097.0,0.019988624563986916,0.019988624563986916,0.25344314166292625,0.019988624563986916,0.006322365556347358,0.15242624189810425
2015-02-20,-0.8937961290257496,2110.3,0.006322365556347358,0.006322365556347358,-0.8937961290257496,0.006322365556347358,-0.002752208247642003,0.14252019445745714
2015-02-27,0.07462004205043782,2104.5,-0.002752208247642003,-0.002752208247642003,0.07462004205043782,-0.002752208247642003,-0.015901479749147976,0.10923129109412075
2015-03-06,0.3041904034473077,2071.3,-0.015901479749147976,-0.015901479749147976,0.3041904034473077,-0.015901479749147976,-0.008679473596612908,0.09318883615541036
2015-03-13,0.2875678172605376,2053.4,-0.008679473596612908,-0.008679473596612908,0.2875678172605376,-0.008679473596612908,0.026290112001397335,0.10956683780521687
2015-03-20,-1.2467668302175592,2108.1,0.026290112001397335,0.026290112001397335,-1.2467668302175592,0.026290112001397335,-0.02259576597580261,0.1271398058448094
2015-03-27,0.10362546759125033,2061.0,-0.02259576597580261,-0.02259576597580261,0.10362546759125033,-0.02259576597580261,0.0029069787913093108,0.13634473239493636
2015-04-03,0.3434926237087958,2067.0,0.0029069787913093108,0.0029069787913093108,0.3434926237087958,0.0029069787913093108,0.016838564362829524,0.14457815327918452
2015-04-10,0.2726278099094771,2102.1,0.016838564362829524,0.016838564362829524,0.2726278099094771,0.016838564362829524,-0.00999219462844948,0.12368279232449604
2015-04-17,-0.1932140541279161,2081.2,-0.00999219462844948,-0.00999219462844948,-0.1932140541279161,-0.00999219462844948,0.017385943653387716,0.106611834678191
2015-04-24,0.3423880826537659,2117.7,0.017385943653387716,0.017385943653387716,0.3423880826537659,0.017385943653387716,-0.004448658543588264,0.08941181571419038
2015-05-01,-0.32379561623895325,2108.3,-0.004448658543588264,-0.004448658543588264,-0.32379561623895325,-0.004448658543588264,0.0036928363147777725,0.09065970458195839
2015-05-08,0.3924071466657161,2116.1,0.0036928363147777725,0.0036928363147777725,0.3924071466657161,0.0036928363147777725,0.0031140914096726433,0.1092524852867722
2015-05-15,-0.23808003295021515,2122.7,0.0031140914096726433,0.0031140914096726433,-0.23808003295021515,0.0031140914096726433,0.001600452233921912,0.11352600161475024
2015-05-22,-0.3702835932348541,2126.1,0.001600452233921912,0.001600452233921912,-0.3702835932348541,0.001600452233921912,-0.008834355318892683,0.10029417884751854
2015-05-29,-0.8728550177665396,2107.4,-0.008834355318892683,-0.008834355318892683,-0.8728550177665396,-0.008834355318892683,-0.006952077902547671,0.1115670492185459
2015-06-05,0.42923778431528375,2092.8,-0.006952077902547671,-0.006952077902547671,0.42923778431528375,-0.006952077902547671,0.0006209845192268085,0.09269928165391726
2015-06-12,0.3853411730090819,2094.1,0.0006209845192268085,0.0006209845192268085,0.3853411730090819,0.0006209845192268085,0.007564080688005588,0.09346541595773124
2015-06-19,0.3552146095625046,2110.0,0.007564080688005588,0.007564080688005588,0.3552146095625046,0.007564080688005588,-0.004036572024940753,0.09706895063605979
2015-06-26,0.20827576792236102,2101.5,-0.004036572024940753,-0.004036572024940753,0.20827576792236102,-0.004036572024940753,-0.011823127935400492,0.09010380157963814
2015-07-03,0.3547203183204588,2076.8,-0.011823127935400492,-0.011823127935400492,0.3547203183204588,-0.011823127935400492,-9.630664041737394e-05,0.11686763612287843
2015-07-10,-0.6096538786559135,2076.6,-9.630664041737394e-05,-9.630664041737394e-05,-0.6096538786559135,-9.630664041737394e-05,0.02379251934763225,0.12873278832551457
2015-07-17,0.3429145696062509,2126.6,0.02379251934763225,0.02379251934763225,0.3429145696062509,0.02379251934763225,-0.022300807693110596,0.133417324987613
