date,polarity_mean,n_docs,ptsi_z,shock_flag
2017-01-03,0.9191,1,,0.0
2017-01-04,-0.9509,1,,0.0
2017-01-05,0.9965,1,0.6120912753102538,1.0
2017-01-06,0.9457,1,0.4912504324133059,1.0
2017-01-09,0.9983,1,0.48581835725080846,1.0
2017-01-10,0.9814,1,0.4247645256314799,0.0
2017-01-11,0.9801,1,0.3913179292551654,0.0
2017-01-12,0.9976,1,0.38774990324591907,0.0
2017-01-13,0.9349,1,0.2794481255932169,0.0
2017-01-17,0.9972,1,0.35674470386443885,0.0
2017-01-18,-0.9843,1,-2.0425279418490203,-1.0
2017-01-19,0.9934,1,0.4529742274769939,1.0
2017-01-23,0.9959,1,0.43611586505109656,0.0
2017-01-24,0.9912,1,0.4123475850805202,0.0
2017-01-25,0.9969,1,0.4046367222082408,0.0
2017-01-26,0.993,1,0.3850935204687706,0.0
2017-01-27,0.9872,1,0.364243725652712,0.0
2017-01-30,0.998,1,0.3692558784656805,0.0
2017-01-31,0.9932,1,0.35126774882800244,0.0
2017-02-01,0.9959,1,0.345978799728335,0.0
2017-02-02,0.9981,1,0.34059927332755846,0.0
2017-02-03,-0.9951,1,-2.4839937280751196,-1.0
2017-02-06,0.9905,1,0.38789310641977714,0.0
2017-02-07,-0.9234,1,-2.1338893229692997,-1.0
2017-02-08,0.9977,1,0.44501489228657604,0.0
2017-02-09,0.9932,1,0.4290157870881216,0.0
2017-02-10,-0.9964,1,-2.0915273151945954,-1.0
2017-02-13,0.9965,1,0.4717696126900914,1.0
2017-02-14,0.9719,1,0.4306798865876249,0.0
2017-02-15,0.9927,1,0.44927895215982794,1.0
2017-02-17,0.9974,1,0.44691200132525766,0.0
2017-02-21,0.998,1,0.43949004103027095,0.0
2017-02-22,0.9951,1,0.42776749021162713,0.0
2017-02-23,0.9873,1,0.40975929094002284,0.0
2017-02-24,0.9593,1,0.3640734219387497,0.0
2017-02-27,-0.9718,1,-2.2058894751612956,-1.0
2017-02-28,0.9982,1,0.4502178653081323,1.0
2017-03-01,0.9638,1,0.3971184257051697,0.0
2017-03-03,0.8536,1,0.24144303512874324,0.0
2017-03-06,0.9957,1,0.4339781970604619,0.0
2017-03-07,0.6187,1,-0.0983836292119665,-0.0
2017-03-08,0.9313,1,0.34501875835641976,0.0
2017-03-09,0.984,1,0.4156813509357569,0.0
2017-03-13,-0.9917,1,-2.289860971848442,-1.0
2017-03-14,0.9868,1,0.44467188707237715,0.0
2017-03-15,0.9955,1,0.4509076262059378,1.0
2017-03-16,0.9955,1,0.4452071151519703,0.0
2017-03-17,0.9984,1,0.44377639067347874,0.0
2017-03-21,0.9953,1,0.4340434983460884,0.0
2017-03-22,0.9718,1,0.39544447436875513,0.0
2017-03-23,0.9829,1,0.4069878585722015,0.0
2017-03-24,0.9854,1,0.4061080278084066,0.0
2017-03-27,0.9912,1,0.4101856642172683,0.0
2017-03-28,0.9985,1,0.4165713413217175,0.0
2017-03-29,0.9966,1,0.40934900820374953,0.0
2017-03-30,0.9995,1,0.4094774299014348,0.0
2017-03-31,0.9873,1,0.38688064013914364,0.0
2017-04-03,0.9966,1,0.39726230032464865,0.0
2017-04-04,0.9847,1,0.37512521804401544,0.0
2017-04-05,0.9894,1,0.3788730096227144,0.0
2017-04-06,0.7079,1,-0.05987913375500399,-0.0
