date,ptsi_z,polarity_mean,n_docs,shock_flag,source_file,spx_close,spx_ret,Change_pct,d_ptsi_z,spx_ret_lead1
2015-01-29,-0.1622576777891097,0.8132,1,-0.0,ptsi_2015_daily.csv,2021.2,0.009444818432370144,0.0095,-0.4144226206517983,0.012849422272262847
2015-02-02,0.2311247618545047,0.9838,1,0.0,ptsi_2015_daily.csv,2020.8,0.012849422272262847,0.0129,0.3933824396436144,0.01434632053622712
2015-02-03,0.2612744632671713,0.9991,1,0.0,ptsi_2015_daily.csv,2050.0,0.01434632053622712,0.0144,0.030149701412666596,-0.004154961372823412
2015-02-04,-0.9771692669617577,0.4767,1,-0.0,ptsi_2015_daily.csv,2041.5,-0.004154961372823412,-0.0040999999999999995,-1.238443730228929,0.01023400744920566
2015-02-05,0.2817921662490554,0.9912,1,0.0,ptsi_2015_daily.csv,2062.5,0.01023400744920566,0.0103,1.258961433210813,-0.003399711870902948
2015-02-06,0.2611874459837419,0.9853,1,0.0,ptsi_2015_daily.csv,2055.5,-0.003399711870902948,-0.0034000000000000002,-0.020604720265313514,-0.004290387352529497
2015-02-09,0.2865642537161942,0.9976,1,0.0,ptsi_2015_daily.csv,2046.7,-0.004290387352529497,-0.0043,0.025376807732452322,0.01064330995829955
2015-02-10,0.2421647778304278,0.9825,1,0.0,ptsi_2015_daily.csv,2068.6,0.01064330995829955,0.010700000000000001,-0.0443994758857664,-4.8343042236964815e-05
2015-02-11,0.2278881678510823,0.9788,1,0.0,ptsi_2015_daily.csv,2068.5,-4.8343042236964815e-05,0.0,-0.014276609979345517,0.009622398035763745
2015-02-12,0.2681438099372791,0.9955,1,0.0,ptsi_2015_daily.csv,2088.5,0.009622398035763745,0.0097,0.04025564208619681,0.004061646964689886
2015-02-13,0.242454698979648,0.9878,1,0.0,ptsi_2015_daily.csv,2097.0,0.004061646964689886,0.0040999999999999995,-0.0256891109576311,0.001572439749341679
2015-02-17,0.2349698454109209,0.9866,1,0.0,ptsi_2015_daily.csv,2100.3,0.001572439749341679,0.0016,-0.007484853568727107,-0.00028571428765811224
2015-02-18,-3.2258575156151736,-0.5267,1,-1.0,ptsi_2015_daily.csv,2099.7,-0.00028571428765811224,-0.0003,-3.4608273610260945,-0.001095994963298842
2015-02-19,0.3094992831270042,0.9934,1,0.0,ptsi_2015_daily.csv,2097.4,-0.001095994963298842,-0.0011,3.535356798742178,-0.00028436019148972246
2015-02-23,-0.9542505869589312,0.4466,1,-0.0,ptsi_2015_daily.csv,2109.7,-0.00028436019148972246,-0.0003,-1.2637498700859353,0.0027454338933447153
2015-02-24,0.3383375822608083,0.9952,1,0.0,ptsi_2015_daily.csv,2115.5,0.0027454338933447153,0.0027,1.2925881692197394,-0.0007566085384817358
2015-02-25,0.3278752322649174,0.993,1,0.0,ptsi_2015_daily.csv,2113.9,-0.0007566085384817358,-0.0008,-0.010462349995890907,-0.0015149366150684288
2015-02-26,0.3296076211170182,0.9958,1,0.0,ptsi_2015_daily.csv,2110.7,-0.0015149366150684288,-0.0015,0.001732388852100808,-0.0029417367959466063
2015-02-27,0.3315303615683764,0.9986,1,0.0,ptsi_2015_daily.csv,2104.5,-0.0029417367959466063,-0.0029,0.001922740451358207,0.006111011698654063
2015-03-02,0.2961326164679714,0.9861,1,0.0,ptsi_2015_daily.csv,2117.4,0.006111011698654063,0.0060999999999999995,-0.035397745100405,-0.004544171409442951
2015-03-03,0.3201386247526501,0.9974,1,0.0,ptsi_2015_daily.csv,2107.8,-0.004544171409442951,-0.0045000000000000005,0.024006008284678693,-0.004421945726190847
2015-03-04,0.304990032668134,0.9931,1,0.0,ptsi_2015_daily.csv,2098.5,-0.004421945726190847,-0.0044,-0.015148592084516077,0.0011906180713549314
2015-03-05,0.3139714149373614,0.9982,1,0.0,ptsi_2015_daily.csv,2101.0,0.0011906180713549314,0.0012,0.0089813822692274,-0.014236992383523099
2015-03-06,0.2857193284104215,0.9888,1,0.0,ptsi_2015_daily.csv,2071.3,-0.014236992383523099,-0.0141,-0.02825208652693989,0.003902961082392543
2015-03-09,0.3069415154228267,0.9983,1,0.0,ptsi_2015_daily.csv,2079.4,0.003902961082392543,0.0039000000000000003,0.02122218701240519,-0.01707287564889394
2015-03-10,0.275243319864412,0.9877,1,0.0,ptsi_2015_daily.csv,2044.2,-0.01707287564889394,-0.0169,-0.03169819555841474,-0.001958672646557342
2015-03-11,0.2978615122062111,0.9974,1,0.0,ptsi_2015_daily.csv,2040.2,-0.001958672646557342,-0.002,0.022618192341799126,0.012518124549164575
2015-03-12,0.2663627075778859,0.987,1,0.0,ptsi_2015_daily.csv,2065.9,0.012518124549164575,0.0126,-0.03149880462832522,-0.006069010932718672
2015-03-13,0.2914300312313522,0.9973,1,0.0,ptsi_2015_daily.csv,2053.4,-0.006069010932718672,-0.0060999999999999995,0.02506732365346631,0.013447694551283938
2015-03-16,-3.541965384413817,-0.6124,1,-1.0,ptsi_2015_daily.csv,2081.2,0.013447694551283938,0.013500000000000002,-3.8333954156451693,-0.0033209030640485577
2015-03-17,-2.226406378495603,-0.128,1,-1.0,ptsi_2015_daily.csv,2074.3,-0.0033209030640485577,-0.0033,1.3155590059182138,0.012075473772148243
2015-03-18,0.2781538136902519,0.9636,1,0.0,ptsi_2015_daily.csv,2099.5,0.012075473772148243,0.0121,2.504560192185855,-0.004870139496042662
2015-03-19,0.0062974945115796,0.8464,1,0.0,ptsi_2015_daily.csv,2089.3,-0.004870139496042662,-0.0049,-0.27185631917867226,0.00895798623805646
2015-03-20,-0.7499136963802079,0.5187,1,-0.0,ptsi_2015_daily.csv,2108.1,0.00895798623805646,0.009000000000000001,-0.7562111908917875,-0.0017566770096094592
2015-03-23,-1.0050700579311629,0.4019,1,-0.0,ptsi_2015_daily.csv,2104.4,-0.0017566770096094592,-0.0018,-0.255156361550955,-0.006148878974399071
2015-03-24,0.389445343134614,0.9966,1,0.0,ptsi_2015_daily.csv,2091.5,-0.006148878974399071,-0.0060999999999999995,1.3945154010657768,-0.014641691033001504
2015-03-25,0.3823719438726582,0.9953,1,0.0,ptsi_2015_daily.csv,2061.1,-0.014641691033001504,-0.014499999999999999,-0.007073399261955771,-0.002380201740633569
2015-03-26,0.3855800609382752,0.9983,1,0.0,ptsi_2015_daily.csv,2056.2,-0.002380201740633569,-0.0024,0.0032081170656169666,0.0023316827818410046
2015-03-27,0.3658000479418672,0.9916,1,0.0,ptsi_2015_daily.csv,2061.0,0.0023316827818410046,0.0023,-0.01978001299640797,0.012152927351411538
2015-03-30,0.3190758574775016,0.9736,1,0.0,ptsi_2015_daily.csv,2086.2,0.012152927351411538,0.012199999999999999,-0.0467241904643656,-0.008810629682154807
2015-03-31,0.3461296949503358,0.986,1,0.0,ptsi_2015_daily.csv,2067.9,-0.008810629682154807,-0.0088,0.027053837472834186,-0.003973258449283961
2015-04-01,0.3707189948685224,0.9974,1,0.0,ptsi_2015_daily.csv,2059.7,-0.003973258449283961,-0.004,0.02458929991818659,0.0035379395713362846
2015-04-02,0.3703480998350393,0.9973,1,0.0,ptsi_2015_daily.csv,2067.0,0.0035379395713362846,0.0034999999999999996,-0.0003708950334830874,0.006558032955026533
2015-04-06,0.3338743076944704,0.9821,1,0.0,ptsi_2015_daily.csv,2080.6,0.006558032955026533,0.0066,-0.036473792140568895,-0.002068850120867401
2015-04-07,0.3112103240880743,0.9725,1,0.0,ptsi_2015_daily.csv,2076.3,-0.002068850120867401,-0.0021,-0.0226639836063961,0.002693474765800413
2015-04-08,0.0767893581122347,0.8762,1,0.0,ptsi_2015_daily.csv,2081.9,0.002693474765800413,0.0027,-0.2344209659758396,0.005198781174640334
2015-04-10,0.3686372497431289,0.9934,1,0.0,ptsi_2015_daily.csv,2102.1,0.005198781174640334,0.0052,0.2918478916308942,-0.004625112548141768
2015-04-13,0.3572655255791928,0.9887,1,0.0,ptsi_2015_daily.csv,2092.4,-0.004625112548141768,-0.0046,-0.011371724163936114,0.0016236095443852869
2015-04-14,-2.42684925797862,-0.2023,1,-1.0,ptsi_2015_daily.csv,2095.8,0.0016236095443852869,0.0016,-2.784114783557813,0.005139931361600088
2015-04-15,0.404279686494027,0.9968,1,0.0,ptsi_2015_daily.csv,2106.6,0.005139931361600088,0.0052,2.8311289444726473,-0.0007598062859597253
2015-04-16,0.4039888128019437,0.9973,1,0.0,ptsi_2015_daily.csv,2105.0,-0.0007598062859597253,-0.0008,-0.0002908736920833044,-0.01137081670033346
2015-04-17,0.2952449624638764,0.9504,1,0.0,ptsi_2015_daily.csv,2081.2,-0.01137081670033346,-0.0113,-0.10874385033806733,0.009183152347555922
2015-04-20,0.3854007431951643,0.9884,1,0.0,ptsi_2015_daily.csv,2100.4,0.009183152347555922,0.0092,0.09015578073128794,-0.0014769995776549951
2015-04-21,0.1586647166985991,0.891,1,0.0,ptsi_2015_daily.csv,2097.3,-0.0014769995776549951,-0.0015,-0.2267360264965652,0.005088827475203608
2015-04-22,0.3982543801758797,0.9985,1,0.0,ptsi_2015_daily.csv,2108.0,0.005088827475203608,0.0051,0.2395896634772806,0.002321780758221516
2015-04-23,0.3769650561398383,0.9908,1,0.0,ptsi_2015_daily.csv,2112.9,0.002321780758221516,0.0023,-0.021289324036041446,0.0022691826500616324
2015-04-24,0.3926555170593482,0.9967,1,0.0,ptsi_2015_daily.csv,2117.7,0.0022691826500616324,0.0023,0.01569046091950993,-0.004164109551817289
2015-04-27,-2.9031545874627462,-0.296,1,-1.0,ptsi_2015_daily.csv,2108.9,-0.004164109551817289,-0.0042,-3.2958101045220944,0.0027937608435765365
2015-04-28,0.1813865451398771,0.9027,1,0.0,ptsi_2015_daily.csv,2114.8,0.0027937608435765365,0.0028000000000000004,3.0845411326026233,-0.0037900367520609093
2015-04-29,0.3996437556270166,0.9907,1,0.0,ptsi_2015_daily.csv,2106.8,-0.0037900367520609093,-0.0038,0.2182572104871395,-0.01016157397223442
2015-04-30,0.3118081053271038,0.956,1,0.0,ptsi_2015_daily.csv,2085.5,-0.01016157397223442,-0.0101,-0.0878356502999128,0.010873300888947867
2015-05-01,0.3913381001739826,0.9867,1,0.0,ptsi_2015_daily.csv,2108.3,0.010873300888947867,0.0109,0.07952999484687878,0.002936442386595415
2015-05-04,0.3770941089853865,0.9888,1,0.0,ptsi_2015_daily.csv,2114.5,0.002936442386595415,0.0029,-0.014243991188596095,-0.011893575024573173
2015-05-05,0.390152487972502,0.9939,1,0.0,ptsi_2015_daily.csv,2089.5,-0.011893575024573173,-0.0118,0.013058378987115538,-0.004460759968937371
2015-05-06,0.4026607237472257,0.999,1,0.0,ptsi_2015_daily.csv,2080.2,-0.004460759968937371,-0.0045000000000000005,0.012508235774723708,0.0037426270834966763
2015-05-07,0.3926998137954407,0.9951,1,0.0,ptsi_2015_daily.csv,2088.0,0.0037426270834966763,0.0037,-0.009960909951785002,0.01336810183819619
2015-05-08,0.3994285988280254,0.998,1,0.0,ptsi_2015_daily.csv,2116.1,0.01336810183819619,0.013500000000000002,0.006728785032584672,-0.005116797064215829
2015-05-11,0.4012638545333624,0.9991,1,0.0,ptsi_2015_daily.csv,2105.3,-0.005116797064215829,-0.0051,0.0018352557053369911,-0.0029492933565490394
2015-05-12,-2.6523445739059053,-0.2705,1,-1.0,ptsi_2015_daily.csv,2099.1,-0.0029492933565490394,-0.0029,-3.0536084284392677,-0.0002858776463151844
2015-05-13,0.3956663841395427,0.9858,1,0.0,ptsi_2015_daily.csv,2098.5,-0.0002858776463151844,-0.0003,3.048010958045448,0.01071201825152513
2015-05-14,0.2637297866679353,0.9304,1,0.0,ptsi_2015_daily.csv,2121.1,0.01071201825152513,0.0108,-0.1319365974716074,0.0007540412252275506
2015-05-15,0.4012843838139892,0.9966,1,0.0,ptsi_2015_daily.csv,2122.7,0.0007540412252275506,0.0008,0.1375545971460539,0.0030574590482039753
2015-05-18,0.3642394519314412,0.9826,1,0.0,ptsi_2015_daily.csv,2129.2,0.0030574590482039753,0.0031,-0.03704493188254798,-0.0006577402163364449
2015-05-19,0.3760439378818593,0.9949,1,0.0,ptsi_2015_daily.csv,2127.8,-0.0006577402163364449,-0.0007000000000000001,0.011804485950418109,-0.0009403799827843947
2015-05-20,-3.294437679070368,-0.5158,1,-1.0,ptsi_2015_daily.csv,2125.8,-0.0009403799827843947,-0.0009,-3.6704816169522276,0.002349293943362822
2015-05-21,0.3340123113657167,0.967,1,0.0,ptsi_2015_daily.csv,2130.8,0.002349293943362822,0.0024,3.628449990436085,-0.002208180558524191
2015-05-22,0.3687240117170804,0.9809,1,0.0,ptsi_2015_daily.csv,2126.1,-0.002208180558524191,-0.0022,0.03471170035136373,-0.010353968110132618
2015-05-26,0.3599432899150188,0.9769,1,0.0,ptsi_2015_daily.csv,2104.2,-0.010353968110132618,-0.0103,-0.00878072180206163,0.009130323379138624
2015-05-27,0.3007500037070682,0.9521,1,0.0,ptsi_2015_daily.csv,2123.5,0.009130323379138624,0.0092,-0.05919328620795056,-0.0012722947785100299
2015-05-28,-3.650533846151976,-0.8976,1,-1.0,ptsi_2015_daily.csv,2120.8,-0.0012722947785100299,-0.0013,-3.951283849859044,-0.006338415809388584
2015-05-29,-0.5015795185362694,0.5574,1,-0.0,ptsi_2015_daily.csv,2107.4,-0.006338415809388584,-0.0063,3.1489543276157064,0.002038350116768225
2015-06-01,0.3975937928287109,0.9748,1,0.0,ptsi_2015_daily.csv,2111.7,0.002038350116768225,0.002,0.8991733113649802,-0.0009949542431186076
2015-06-02,0.4262537527922435,0.9881,1,0.0,ptsi_2015_daily.csv,2109.6,-0.0009949542431186076,-0.001,0.0286599599635326,0.002130833962009507
2015-06-03,0.4361853842596824,0.9926,1,0.0,ptsi_2015_daily.csv,2114.1,0.002130833962009507,0.0021,0.009931631467438917,-0.008693847960245034
2015-06-04,0.4427271098805831,0.9958,1,0.0,ptsi_2015_daily.csv,2095.8,-0.008693847960245034,-0.0087,0.006541725620900718,-0.0014324597779617086
2015-06-05,0.4434288818151988,0.9961,1,0.0,ptsi_2015_daily.csv,2092.8,-0.0014324597779617086,-0.0014000000000000002,0.0007017719346156803,-0.006471583670830806
2015-06-08,0.4451478846455303,0.9971,1,0.0,ptsi_2015_daily.csv,2079.3,-0.006471583670830806,-0.006500000000000001,0.0017190028303314953,0.0004327443269839133
2015-06-09,0.4466329193949936,0.9978,1,0.0,ptsi_2015_daily.csv,2080.2,0.0004327443269839133,0.0004,0.001485034749463321,0.011946431560591256
2015-06-10,0.3944489507540015,0.9854,1,0.0,ptsi_2015_daily.csv,2105.2,0.011946431560591256,0.012,-0.05218396864099212,0.0017560100380948987
2015-06-11,0.362316059794591,0.9837,1,0.0,ptsi_2015_daily.csv,2108.9,0.0017560100380948987,0.0018,-0.032132890959410465,-0.007042617735612294
2015-06-12,0.278160050456293,0.949,1,0.0,ptsi_2015_daily.csv,2094.1,-0.007042617735612294,-0.006999999999999999,-0.08415600933829803,-0.0046428227470468346
2015-06-15,0.393871385762164,0.9991,1,0.0,ptsi_2015_daily.csv,2084.4,-0.0046428227470468346,-0.0046,0.11571133530587102,0.005692841934777189
2015-06-16,0.3282174325016713,0.9793,1,0.0,ptsi_2015_daily.csv,2096.3,0.005692841934777189,0.005699999999999999,-0.06565395326049273,0.0019539167938673685
2015-06-17,0.3527018020476694,0.9979,1,0.0,ptsi_2015_daily.csv,2100.4,0.0019539167938673685,0.002,0.024484369545998086,0.009854163499270608
2015-06-18,0.3523986635284516,0.9978,1,0.0,ptsi_2015_daily.csv,2121.2,0.009854163499270608,0.009899999999999999,-0.00030313851921776047,-0.005294018792862713
2015-06-19,0.3488837639725667,0.9964,1,0.0,ptsi_2015_daily.csv,2110.0,-0.005294018792862713,-0.0053,-0.0035148995558849094,0.006048024483627917
2015-06-22,0.3426589027901992,0.9938,1,0.0,ptsi_2015_daily.csv,2122.8,0.006048024483627917,0.0060999999999999995,-0.00622486118236748,0.0006592889336990719
2015-06-23,0.3505696959790256,0.9971,1,0.0,ptsi_2015_daily.csv,2124.2,0.0006592889336990719,0.0007000000000000001,0.00791079318882637,-0.007371040744589882
2015-06-24,0.2875677511793205,0.9716,1,0.0,ptsi_2015_daily.csv,2108.6,-0.007371040744589882,-0.0073,-0.06300194479970511,-0.000380608025908795
2015-06-26,-0.1476932782591012,0.7925,1,-0.0,ptsi_2015_daily.csv,2101.5,-0.000380608025908795,-0.0004,-0.4352610294384217,-0.02111112040187113
2015-06-29,0.3450609295751559,0.9914,1,0.0,ptsi_2015_daily.csv,2057.6,-0.02111112040187113,-0.0209,0.49275420783425705,0.002669450950599882
2015-06-30,0.3533534971400568,0.9947,1,0.0,ptsi_2015_daily.csv,2063.1,0.002669450950599882,0.0027,0.008292567564900932,0.006907405799810896
2015-07-01,0.3623208782136288,0.9988,1,0.0,ptsi_2015_daily.csv,2077.4,0.006907405799810896,0.0069,0.008967381073571978,-0.00028886428394013904
2015-07-02,0.3581459683529937,0.9974,1,0.0,ptsi_2015_daily.csv,2076.8,-0.00028886428394013904,-0.0003,-0.004174909860635068,-0.0038595184921778043
2015-07-06,0.3514135742688463,0.9951,1,0.0,ptsi_2015_daily.csv,2068.8,-0.0038595184921778043,-0.0039000000000000003,-0.006732394084147442,0.006023969446612759
2015-07-07,0.328696604080916,0.9879,1,0.0,ptsi_2015_daily.csv,2081.3,0.006023969446612759,0.006,-0.022716970187930285,-0.016763958478802115
2015-07-08,0.3544196847698069,0.9984,1,0.0,ptsi_2015_daily.csv,2046.7,-0.016763958478802115,-0.0166,0.025723080688890898,0.0022449985026876955
2015-07-09,-3.6778330513107975,-0.8736,1,-1.0,ptsi_2015_daily.csv,2051.3,0.0022449985026876955,0.0022,-4.032252736080604,0.012258202381262268
2015-07-10,-0.4049662050883389,0.6593,1,-0.0,ptsi_2015_daily.csv,2076.6,0.012258202381262268,0.0123,3.272866846222459,0.011014909508791216
2015-07-13,0.3031634771660003,0.9719,1,0.0,ptsi_2015_daily.csv,2099.6,0.011014909508791216,0.0111,0.7081296822543393,0.004419634139574054
2015-07-14,0.3530874261346317,0.9939,1,0.0,ptsi_2015_daily.csv,2108.9,0.004419634139574054,0.0044,0.04992394896863139,-0.0007115243522914796
2015-07-15,0.3537104440269626,0.995,1,0.0,ptsi_2015_daily.csv,2107.4,-0.0007115243522914796,-0.0007000000000000001,0.0006230178923309349,0.007987376160410767
2015-07-16,0.3534307177449624,0.995,1,0.0,ptsi_2015_daily.csv,2124.3,0.007987376160410767,0.008,-0.00027972628200023664,0.0010821238911476662
2015-07-17,0.3511807829586975,0.9959,1,0.0,ptsi_2015_daily.csv,2126.6,0.0010821238911476662,0.0011,-0.0022499347862648955,0.0007990787517724582
2015-07-20,-3.5927489593530684,-0.9942,1,-1.0,ptsi_2015_daily.csv,2128.3,0.0007990787517724582,0.0008,-3.9439297423117656,-0.0042848800108983565
2015-07-21,0.3619566979685873,0.9887,1,0.0,ptsi_2015_daily.csv,2119.2,-0.0042848800108983565,-0.0043,3.9547056573216555,-0.0023621686232972654
2015-07-22,0.3828026669624651,0.9992,1,0.0,ptsi_2015_daily.csv,2114.2,-0.0023621686232972654,-0.0024,0.020845968993877806,-0.005692074945308612
2015-07-23,0.3487784982289989,0.9964,1,0.0,ptsi_2015_daily.csv,2102.2,-0.005692074945308612,-0.005699999999999999,-0.0340241687334662,-0.010760762865378706
2015-07-24,0.161768087605267,0.9066,1,0.0,ptsi_2015_daily.csv,2079.7,-0.010760762865378706,-0.010700000000000001,-0.18701041062373192,-0.005835138201990923
2015-07-27,0.3506599462165326,0.9975,1,0.0,ptsi_2015_daily.csv,2067.6,-0.005835138201990923,-0.0058,0.18889185861126562,0.01230548117616841
2015-07-28,0.2737084615331079,0.9606,1,0.0,ptsi_2015_daily.csv,2093.2,0.01230548117616841,0.0124,-0.07695148468342472,0.0073302246447964755
2015-07-29,0.3365905008868584,0.9909,1,0.0,ptsi_2015_daily.csv,2108.6,0.0073302246447964755,0.0074,0.06288203935375047,0.0
2015-07-30,0.3505963327025104,0.9978,1,0.0,ptsi_2015_daily.csv,2108.6,0.0,0.0,0.014005831815652015,-0.0022789868376754253
2015-07-31,0.2810013637899422,0.9638,1,0.0,ptsi_2015_daily.csv,2103.8,-0.0022789868376754253,-0.0023,-0.06959496891256817,-0.0027607233489313886
2015-08-03,-0.3782805160200883,0.641,1,-0.0,ptsi_2015_daily.csv,2098.0,-0.0027607233489313886,-0.0028000000000000004,-0.6592818798100305,-0.0022427418557680306
2015-08-04,0.3186764087638974,0.9756,1,0.0,ptsi_2015_daily.csv,2093.3,-0.0022427418557680306,-0.0022,0.6969569247839857,0.0031003339803664597
2015-08-05,0.3646826850221323,0.9977,1,0.0,ptsi_2015_daily.csv,2099.8,0.0031003339803664597,0.0031,0.04600627625823489,-0.007744935209804539
2015-08-06,0.3559571089532856,0.9934,1,0.0,ptsi_2015_daily.csv,2083.6,-0.007744935209804539,-0.0077,-0.008725576068846719,-0.002883785522497744
2015-08-07,0.25505214812627,0.9599,1,0.0,ptsi_2015_daily.csv,2077.6,-0.002883785522497744,-0.0029,-0.10090496082701561,0.012721966025648596
2015-08-10,0.3391015055595779,0.9987,1,0.0,ptsi_2015_daily.csv,2104.2,0.012721966025648596,0.0128,0.08404935743330794,-0.009598240007242501
2015-08-11,0.3265643745350053,0.9941,1,0.0,ptsi_2015_daily.csv,2084.1,-0.009598240007242501,-0.0096,-0.012537131024572601,0.0009591866832957824
2015-08-12,0.3067800761492908,0.9848,1,0.0,ptsi_2015_daily.csv,2086.1,0.0009591866832957824,0.001,-0.019784298385714494,-0.0012951194998921222
2015-08-13,0.3024155517591135,0.9828,1,0.0,ptsi_2015_daily.csv,2083.4,-0.0012951194998921222,-0.0013,-0.004364524390177316,0.003880337331904722
2015-08-14,0.3253519643727568,0.9933,1,0.0,ptsi_2015_daily.csv,2091.5,0.003880337331904722,0.0039000000000000003,0.02293641261364332,0.005198037408038219
2015-08-17,0.0383899594409333,0.8835,1,0.0,ptsi_2015_daily.csv,2102.4,0.005198037408038219,0.0052,-0.2869620049318235,-0.0026194856975914733
2015-08-18,0.3022188790769267,0.9956,1,0.0,ptsi_2015_daily.csv,2096.9,-0.0026194856975914733,-0.0026,0.26382891963599336,-0.008284496083139291
2015-08-19,0.2911473085777282,0.9911,1,0.0,ptsi_2015_daily.csv,2079.6,-0.008284496083139291,-0.0083,-0.011071570499198491,-0.021335827436560036
2015-08-20,0.2819571385464313,0.9874,1,0.0,ptsi_2015_daily.csv,2035.7,-0.021335827436560036,-0.021099999999999997,-0.009190170031296907,-0.032349448874551885
2015-08-21,0.2983320250294237,0.9951,1,0.0,ptsi_2015_daily.csv,1970.9,-0.032349448874551885,-0.0318,0.0163748864829924,-0.04022177216635578
2015-08-24,0.1639325889574416,0.9578,1,0.0,ptsi_2015_daily.csv,1893.2,-0.04022177216635578,-0.0394,-0.1343994360719821,-0.013614334935310992
2015-08-25,0.2030112917578317,0.9781,1,0.0,ptsi_2015_daily.csv,1867.6,-0.013614334935310992,-0.013500000000000002,0.03907870280039011,0.03829148771217905
2015-08-26,0.2506346456952939,0.9952,1,0.0,ptsi_2015_daily.csv,1940.5,0.03829148771217905,0.039,0.047623353937462226,0.024032519587592283
2015-08-27,0.0156593574051034,0.9113,1,0.0,ptsi_2015_daily.csv,1987.7,0.024032519587592283,0.024300000000000002,-0.23497528829019051,0.0006035306726474722
2015-08-28,0.2374891370048886,0.9892,1,0.0,ptsi_2015_daily.csv,1988.9,0.0006035306726474722,0.0006,0.2218297795997852,-0.008432051170972048
2015-08-31,0.1681832194867587,0.9643,1,0.0,ptsi_2015_daily.csv,1972.2,-0.008432051170972048,-0.0084,-0.0693059175181299,-0.030058876553066247
2015-09-01,0.2634534124063771,0.9978,1,0.0,ptsi_2015_daily.csv,1913.8,-0.030058876553066247,-0.0296,0.09527019291961838,0.018174316482816047
2015-09-02,-0.1556435326376267,0.8481,1,-0.0,ptsi_2015_daily.csv,1948.9,0.018174316482816047,0.0183,-0.4190969450440038,0.0011282052478743193
2015-09-03,0.2641927589295709,0.9955,1,0.0,ptsi_2015_daily.csv,1951.1,0.0011282052478743193,0.0011,0.4198362915671976,-0.015443325285183624
2015-09-04,-0.3183033900102655,0.7876,1,-0.0,ptsi_2015_daily.csv,1921.2,-0.015443325285183624,-0.015300000000000001,-0.5824961489398364,0.0247789370230323
2015-09-08,0.2505088541521125,0.9875,1,0.0,ptsi_2015_daily.csv,1969.4,0.0247789370230323,0.025099999999999997,0.568812244162378,-0.014010557962431487
2015-09-09,0.2628451127351636,0.9926,1,0.0,ptsi_2015_daily.csv,1942.0,-0.014010557962431487,-0.0139,0.012336258583051096,0.005289794837486311
2015-09-10,0.2676469920154454,0.9942,1,0.0,ptsi_2015_daily.csv,1952.3,0.005289794837486311,0.0053,0.004801879280281807,0.004446382507589768
